	TCGA.P7.A5NY.01A	TCGA.QR.A705.01A	TCGA.QR.A6H3.01A	TCGA.QR.A706.01A	TCGA.QR.A6GW.01A	TCGA.PR.A5PG.01A	TCGA.PR.A5PF.01A	TCGA.QR.A6GU.01A	TCGA.QR.A6H2.01A	TCGA.QR.A6GX.01A	TCGA.QR.A70E.01A	TCGA.QR.A703.01A	TCGA.P8.A6RY.01A	TCGA.QR.A6H0.01A	TCGA.QR.A70I.01A
ANGPTL4	-3.381377141	0.510542682	2.367707111	1.387552775	0.589126025	-1.663344124	-2.821635321	-0.7201424	0.154359024	-0.905781348	-1.991037942	1.273373672	-1.933075775	2.365478372	4.173200197
ASCL1	0.894333102	0.84509306	-0.008383674	0.008383674	0.596739908	-2.840451168	-2.489261176	-2.38150868	3.367314234	0.162112789	2.708722868	1.260783556	2.131531506	-2.296252089	-4.112513329
SLC5A8	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	3.50843451	-0.919170859	0.01	0.01	-1.425633694	0.01	0.01
ANO4	2.719220328	-2.063523467	-4.192874569	-8.326232479	-2.06785648	-1.107014532	1.389766416	-1.944045712	-7.147711743	1.686956958	0.037548106	-3.123748324	1.143757277	-3.104173575	-1.093253468
NR1H4	0.403027762	0.01	0.01	0.01	0.075844853	0.01	0.01	1.225203535	0.01	-0.317782898	-3.376436475	-0.132056028	0.01	0.01	0.01
AMDHD1	-0.432703961	0.174862666	-0.358878952	-2.032682353	0.645065113	1.106898733	0.163159212	-0.882468789	-0.356824465	2.452687701	0.634165477	-1.121321452	-1.728615522	-1.75235513	-1.909657331
USP44	-0.296556305	0.404109519	-0.725267704	1.18591038	0.348253309	1.983164898	-1.224255165	-0.672339124	-1.805610781	2.893219036	1.440156134	0.555386435	2.922088208	1.490688424	1.770804693
DCN	1.191873757	0.876201003	0.406788857	0.034669053	-0.04828278	-3.369104534	-2.163552822	0.082206893	0.598278143	-0.148512256	-2.268013331	0.830110795	-0.12861749	-0.138970703	-0.074680166
LUM	0.27023365	2.04226283	-1.585747695	-3.244285572	0.488505455	-2.194024122	-3.551896584	0.36913286	-0.106352435	0.948916075	-2.757709502	2.018724351	-0.416188519	-1.716339392	0.147892499
NTS	0.01	3.293094622	1.372333612	1.805440027	2.690235962	-3.282802642	-1.827123158	1.74272264	-0.238592508	2.381498748	-2.707136509	-3.047458938	6.455700388	-0.164636474	-3.376529944
SLC6A15	-6.255815423	4.054265005	2.89048912	-1.783318088	2.409027531	-6.523634891	-2.483012323	5.67514936	0.459173014	3.944863092	4.266452145	-1.243921744	3.709930379	3.984934454	4.760532446
PPFIA2	1.756650404	-1.010473153	-4.129769937	0.992282596	0.790596804	1.552298345	0.01	-0.24228613	0.426443447	0.221466583	0.343746422	-2.527216688	-2.581976549	-1.136227793	1.366270721
ACSS3	2.351972421	1.071815794	-3.05151608	-0.283479183	-1.425484334	1.296495934	-3.650077839	-1.665180702	-1.387759935	-2.108619354	1.807330667	-2.677777346	-0.279851721	-1.73603869	-2.00667906
PAWR	-1.465657337	-0.367732901	0.008148543	0.897279837	-2.529807543	-2.705387812	-1.702380266	1.307603908	0.262723905	1.965544306	0.088655365	-0.961199939	0.668538118	0.437078982	1.241906488
KCNC2	0.01	4.198927776	4.815002279	-1.691815078	-2.266425302	0.01	0.068061273	2.467977165	0.01	0.01	3.2178959	0.01	0.01	3.185105864	-2.066308013
TRHDE	1.675555262	-1.557287331	-5.084439562	-0.461972295	-4.245984334	1.174335307	0.539827569	-2.079758851	1.162859091	-4.142211698	-3.912869914	-4.239024777	-0.075762278	-4.187222188	1.854753072
TPH2	-1.112902618	0.703296961	-0.426000187	0.01	-1.674566676	-0.380562328	-0.925042602	0.01	3.537953644	0.253863464	0.01	0.01	0.01	0.01	0.01
LGR5	-5.755430455	1.250552628	-0.642358372	-1.633904203	1.580779031	-2.140537832	-2.982683994	4.443307101	1.638053081	2.413215205	2.278669776	-2.06007772	0.661921856	-1.12088473	1.340479416
TSPAN8	3.981533527	0.881218062	-0.248142203	-0.243862085	3.599342617	-0.939636966	-2.069079741	-0.932201199	6.111905939	-3.475136175	-1.627036363	-0.704498261	-2.659644948	0.745397156	-0.618358664
PTPRR	3.57063941	-0.956363636	0.818935355	0.257157839	2.14646694	-4.466553907	-1.725603973	-0.277175305	-1.422463593	-1.169155662	-2.533356236	2.288281453	3.117774016	2.71398387	-0.805371458
BEST3	-0.572782123	-0.926566521	0.01	-1.729688428	-1.719337091	0.989554221	-2.554906084	-0.739982125	4.687064752	-1.960962519	0.957489871	-2.775241864	-1.145559006	0.01	1.650713544
LYZ	-1.618048486	-0.897724527	-1.490477844	-0.023800895	0.327821753	-0.407276899	-0.393651147	-0.607902791	-1.06453414	-0.194419667	0.126493971	0.658644374	-0.772756008	-0.192599422	-0.519753987
CPM	-2.443515169	-0.811782272	1.848942776	2.959511307	-0.885242074	0.66909605	1.781062425	1.182164605	-1.261807006	0.123391311	-2.174627077	0.733889965	-0.559462045	2.999537853	1.783177704
WIF1	0.01	-0.208105418	2.399504935	-1.596214947	-3.170956677	0.01	5.366458359	3.543270187	0.3894794	3.381930952	-3.30123157	3.71575714	3.309873271	0.771554643	2.386853992
AVPR1A	-0.632321719	-1.816163367	-2.530448137	2.099499529	-1.1939542	0.269859474	0.614356318	-4.214434157	-0.218561947	-1.850635942	-0.26555338	-1.249860262	-3.620055759	0.46306653	2.328135326
GLI1	-2.459723309	2.16376785	0.548985782	-0.224360465	-1.606340405	-3.312433983	-2.856914257	1.205972069	-0.268383607	1.022399863	-0.092977085	-1.077283967	-1.862575439	2.336082544	1.085676017
NDUFA4L2	-4.433640324	3.875297395	4.529923461	3.180441033	-2.046198565	-2.426211159	-1.937738739	1.417580927	1.148610964	1.468528265	2.134961303	4.702583876	1.218115906	3.801741186	2.231337411
NXPH4	-7.94076704	4.019493952	4.548430922	1.11661939	-2.338223097	-4.693953365	1.835184861	1.423290869	2.94157895	2.449843795	2.274210919	1.64870829	1.083858985	4.399315344	0.615763685
TAC3	3.979959423	-4.831368636	-4.960741146	-4.634565906	4.56804209	2.437821554	2.739876896	-2.322905019	0.609872622	-0.280909655	5.03208167	-2.680153271	6.515173979	0.01	-5.009019866
GPR182	-0.24124563	-0.299538301	-1.013823071	-0.102685329	-2.26238956	-2.96854497	-2.512865486	0.761526212	-1.509258601	0.250968777	0.01	-0.148284005	0.481473332	0.886579432	-1.477196115
KCNS2	-0.874565622	0.01	0.01	-1.446581959	0.01	-1.727347592	5.251881185	0.01	1.731909725	-1.677724542	0.01	-0.492003888	0.01	-0.194107125	0.01
OSR2	-0.309490141	-0.248237857	-0.207665481	1.472171916	-1.041059909	-4.332275745	1.123389177	-0.36120202	0.586399985	-2.697690195	-3.171575646	-0.009501134	-2.467249183	1.937888916	0.481023935
BAALC	0.348842735	-3.092389791	-1.852510159	-4.158571225	2.960965357	2.575248237	1.844018658	-1.608116296	-0.302150037	-0.841440355	2.128388269	-1.417551902	-1.311374503	-1.980269153	-3.270019192
RSPO2	-1.082517112	0.01	0.952206803	0.01	2.63111824	-3.22477157	2.903214565	1.610541696	-3.35055421	1.305839406	2.328168937	-3.574496874	-1.944770158	0.692983959	0.797016092
PKHD1L1	-3.784774144	-1.161320037	0.01	0.01	0.653520911	-4.052566547	1.017653513	0.503309921	5.803124155	0.01	2.108005059	2.95737967	1.134259053	-3.519485838	-1.561349037
TNFRSF11B	-0.616287676	-1.022518586	-2.73685831	1.289801488	1.102189002	-2.106420746	-1.361397834	0.638003663	-2.817259491	-1.139438186	-3.700714426	1.602687709	1.997961733	-0.006323094	2.398111597
MAL2	-5.110912848	3.080351585	2.219816097	4.264099004	-4.08748384	-5.378732317	-1.222631038	1.177307304	1.738725265	3.113802291	3.124813472	-1.143405578	-0.054242239	1.523699224	4.055159225
NOV	-1.58658687	0.45383309	1.213674204	0.132891265	-0.734828837	-4.935248831	-1.061227196	-0.513450854	-3.318612734	-1.831356912	-1.890143643	2.21695027	-0.61090561	2.112491512	0.227680733
SNTB1	-2.314644726	0.000499065	1.961089256	2.937468361	-1.655596402	-1.39273424	-1.18774919	1.357953141	-1.442240337	0.740486581	-0.052185433	0.151773997	0.592479797	1.682853072	0.812284955
ADCY8	-0.102677966	3.639491752	1.262222684	-2.411712974	-0.986225272	0.01	4.138229079	-2.421742728	0.01	-2.642855558	0.01	1.002272039	0.172591813	-0.422338787	0.01
KCNQ3	1.701913547	-3.013299512	-1.235776718	-0.231507558	1.009773634	3.121950595	0.002170114	-3.24174615	-0.280560382	-3.240422374	0.122268991	-2.277072656	-2.424937164	-2.689676764	-0.168574098
TMEM71	0.274931667	0.306816571	1.726358331	2.631415059	-1.738404683	-1.531975311	-2.491473115	-0.802043918	-2.750923878	-1.090204031	0.088049101	1.960591609	-1.497134298	2.529863184	2.244663658
TG	0.428381681	0.988103707	-1.875514563	2.113290494	-2.617495902	-0.975346538	-1.976454905	1.678387066	-2.703036516	-0.008355204	-1.861480247	2.911572154	0.502838054	-3.164005989	-2.77044045
WISP1	0.912029933	-0.743118413	-5.331874585	1.742484331	0.077863487	-1.038534436	-1.130486243	1.18371264	-1.505428503	-0.21463887	-1.251401281	0.196649733	-1.421537028	-3.53101091	1.29929769
KCNK9	0.349558201	2.13235044	-0.240608257	1.032360283	-2.283146392	1.983841656	0.140785713	1.559883628	-2.375307044	-0.251994022	0.947559262	1.68321839	-5.204713967	-1.27604303	2.403016037
ARC	-2.166157773	0.830988718	-1.909917616	-1.639561078	3.231634323	0.063227446	-3.47277344	-2.698447458	0.989090322	-2.855003481	-1.685376	-2.535976281	-1.198312181	-1.421431916	0.826526535
SLURP1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	3.273846064	0.01	1.679868633	-1.119982866	2.094691731	0.01	-1.449053872
LY6D	0.01	0.01	0.01	0.01	-2.154648361	0.01	-1.405124286	0.01	0.920387452	-1.811180721	0.01	0.01	0.004222792	0.01	0.01
PSCA	-1.128103644	1.103171116	-0.026163714	-0.115069807	0.725367723	-1.980885613	0.059756372	-1.710149733	-1.521715455	-0.931262563	-2.405005096	-1.745541909	-1.115771336	0.289254207	-1.074442434
CYP11B2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
LY6H	-4.040851153	1.298933318	2.835846477	-0.442810981	2.936738366	-2.723601614	-1.268028637	-3.038067179	1.194971131	-3.259047572	6.851590164	2.055932833	0.948702602	2.17872342	-2.402227443
GPIHBP1	-0.928033981	0.804465133	2.639691554	1.220622235	1.394004749	-0.551113814	0.289909475	0.494823265	1.375672861	-1.208613741	-1.70381333	0.866931002	-1.158682493	2.020420988	0.068541869
MAPK15	-1.881112835	0.01	2.39072462	1.939300972	-1.442776894	0.01	0.01	-0.878196424	-0.689762145	-1.099309254	0.01	-0.913588599	0.01	1.799304263	1.079404876
FAM83H	-2.978089179	-0.16194807	1.622971438	0.484204974	-1.38219907	0.263161512	-2.683395618	2.206849017	0.395458032	-0.989947252	-1.283200159	1.772705194	-3.496411723	1.249734055	2.32192843
OPLAH	-3.984836513	-2.061781856	0.834405633	1.361132746	-1.961529335	0.102242015	-0.288057102	-2.097578303	-0.493930935	-2.444150756	0.517409232	0.911498291	0.338146598	-0.004940791	-1.116027582
SLC39A4	0.02877328	1.521659523	1.244027387	-0.654650546	0.092639711	-1.710526421	-0.347115009	0.982426246	0.277951102	-4.676017789	-0.946907058	-1.445901964	0.744305952	0.196079778	-6.082240432
MB	0.806581536	1.023275164	0.849527864	2.550763941	-3.398909788	-1.297671265	-2.64948364	1.335398431	0.398478628	3.374881157	-0.103127533	2.461072169	1.929820115	-1.571977857	-1.613785856
IL2RB	-2.027738026	-0.922078145	-2.051432673	-1.055387331	0.975402603	-0.880453926	-0.102997786	-0.768654138	0.680188936	-1.371567113	-1.189351414	-0.001419156	0.014214203	0.140890603	-0.886717778
SSTR3	0.699632736	0.01	0.01	0.01	-1.183964904	-1.890079091	-3.019468615	-3.204412219	0.01	0.01	0.00750868	0.01	0.197270978	0.01	-2.56870492
LGALS2	-1.994135558	0.01	1.567206016	-1.566020387	0.31877633	-2.846917527	0.416116879	1.008670491	1.612325264	0.01	-3.27103701	-1.026611322	-0.981890965	-0.31373226	-1.940474348
SOX10	-0.177354393	0.733541572	4.017315122	2.829101219	-2.241498049	-7.233146071	-6.777466587	-1.207620789	-4.773917806	0.01	0.50752933	2.509967292	0.01	4.239142428	3.746740705
MAFF	-1.44966519	0.048173808	0.842446232	1.414941787	1.328590654	0.975494544	-0.707374359	-1.031880029	0.599298772	0.115958663	-1.917844355	-0.171195026	-1.737852217	1.07526072	3.321755026
KCNJ4	0.616366691	0.262619974	3.220718892	2.103311314	-1.530188278	1.822560023	-1.365757271	0.771121271	0.222773379	-1.186851205	0.454784538	2.905735917	0.01	-0.551296935	0.084963806
DMC1	2.84150374	-1.079306819	-0.471696467	-0.297505958	1.315489464	1.251826301	-0.707671504	-1.477710045	-0.967122266	-1.376824091	0.734343291	0.574461123	0.438676255	-0.800076922	-0.841912928
MGAT3	-1.558389827	1.811968149	3.625534996	2.470502357	-0.15702117	-0.11869127	-0.316837109	0.290325043	-1.244546645	2.174562555	2.178726255	-0.236526232	0.161266724	3.557115944	1.551144206
MCHR1	0.221665074	0.530382219	2.735839509	2.169499501	0.796702595	1.089617708	-0.506920249	-0.225944526	-1.037334782	-1.947417141	-1.279904352	2.134604216	-1.606861242	2.164260749	3.265376457
SERHL2	-1.665655484	0.614311971	0.380418404	0.347350269	0.516151757	0.205703071	1.069835757	-0.794856424	1.162872493	0.007784808	-0.763562055	-2.073049638	-1.706338403	1.920224882	-0.642778718
BIK	-3.324738558	0.813404188	1.684058995	1.688322676	-0.886304691	-0.270502124	0.185049552	0	-1.133271658	-1.542934977	0.683663267	-0.772251822	-1.727443749	1.443143816	-1.686114847
SCUBE1	-1.747138696	0.394111385	-1.07627711	1.405523259	-3.172717189	-1.689792643	5.529034891	3.40691729	1.366875366	-1.385768688	-1.139698374	4.991816395	1.049595213	-2.98962373	-2.294477094
PRR5	1.967137872	0.480062	1.868066446	0.936762509	0.910506573	1.088475217	-1.142136489	-1.93074608	-1.669073978	-1.637216854	-0.424795315	-0.765244027	-2.079549716	0.156024956	-0.567400875
FBLN1	2.727596982	0.335549657	1.707065111	0.129633987	-0.063204456	-2.163392733	-1.330301995	-0.279444954	-0.394742144	-0.508572337	-2.998696654	-0.172868921	-0.394050665	0.570764648	-0.5462819
WNT7B	0.017436757	-0.488322551	0.01	0.01	-0.866261551	0.01	1.690617445	-0.301813517	0.471793173	0.477206089	0.01	-0.337073256	1.61455524	0.01	1.79344234
FAM19A5	-2.252123449	3.700787204	4.406742983	2.746455449	-3.025260912	-5.979287157	0.714626507	4.534363076	-1.876346191	2.00678257	-0.622319719	1.479873952	-1.722073691	3.724511829	2.239850808
ADM2	-1.465098009	-0.196413112	-1.44124394	0.692301176	-0.574215342	1.286022615	-1.525221379	-0.388342836	3.768363885	1.156153247	-4.405234729	0.982337688	-2.115830443	-1.862734695	-1.489523595
CNTN1	1.714436022	-1.720245716	-3.953027172	-0.723585353	0.087327762	1.137166941	-1.031420001	1.899221363	-2.027114198	0.746039169	0.276537925	-0.129640822	-2.832575194	-3.943970319	1.671884613
PDZRN4	2.275869232	-0.185972	0.362767077	2.332808595	-0.300718378	-1.591774456	0.448688354	1.88815481	-2.132647846	0.545115355	-1.431234116	0.01	-1.141915913	-1.64373905	0.314487655
NELL2	-1.30421452	1.45094021	-0.867637401	-0.351531915	-1.029719356	-5.247672787	2.727764457	1.072290796	2.824771394	1.223744291	0.198031963	2.407514011	0.331809852	0.374163123	-0.154795569
SLC38A4	-2.80211331	-0.98583837	0.01	-0.789035639	-2.363777369	0.01	1.970689789	-0.799329336	0.01	-2.020309729	-0.90923268	-1.834589075	0.01	-1.121654812	-0.1634896
AMIGO2	-0.813457148	-0.165653909	-2.097066391	-0.179899605	2.42708071	0.588739299	2.655071542	1.94001164	-0.170556007	-0.512782764	-0.53417815	-1.847600819	-1.06271143	-0.918685665	2.277185056
VDR	-4.663911758	-1.76029352	-4.977075675	0.872651516	0.078232791	-1.408096697	-2.569243028	2.842664079	3.42982323	-0.154286108	0.095181354	0.24603636	2.396785913	-1.854274442	-1.855457806
COL2A1	0.01	0.296329886	0.167032739	0.078126645	-1.081533751	-1.787689161	0.01	-1.516953281	0.671539104	0.01	1.247506042	2.148073382	0.01	-1.839411194	2.025610519
CCNT1	1.185331285	-3.059214811	-6.1885308	-0.148118808	-0.882412595	1.376521983	0.399877634	1.058120649	-2.514080065	-0.248171814	-0.839564983	-2.820478088	0.00720757	-3.494585969	2.255015164
PRPH	-0.385431213	1.774226975	2.574317621	0.920778259	0.800028139	-0.503250129	-3.956808007	-0.429400939	-0.613278154	-2.959227195	-0.143260351	1.951419517	-1.22219472	2.452988198	-2.192400459
C1QL4	1.181144124	2.331418291	0.893942807	-4.172167973	3.517627161	0.301958481	1.587564737	-0.934499303	2.734101148	-1.596109193	1.389490581	-0.462854013	0.541277047	0.7239918	-2.961716257
D.01JC22	1.283727142	0.01	-1.960177375	-2.049083469	2.131202855	3.370640173	1.670049912	-1.644295832	0.631815757	-1.057965408	-2.339125945	-1.357627476	-0.049850784	-1.96670411	-0.549039975
NR4A1	-2.464474527	0.736702873	-0.741947377	0.196612975	2.859807317	-0.997706633	-3.644952692	-0.291349169	2.313139358	0.84348995	-3.223321143	0.911915208	0.084392233	-0.06098131	2.135264215
KRT80	-5.580465877	-2.179278677	-3.893563446	2.38096891	-0.715774087	-5.848285346	0.836200402	-5.577549466	4.171293069	0.01	-2.18504287	3.670121876	2.082863137	-4.900007379	-4.356936491
KRT71	0.01	3.822626402	2.371341056	-0.624378826	-2.199120556	0.01	5.854172469	0.01	0.01	1.144308492	2.757953899	2.137403272	5.369173523	0.850309608	0.01
KRT1	0.01	0.01	-0.784658763	2.448398307	0.01	-0.739220904	0.01	0.01	-1.280210504	0.01	1.006329579	-0.504036958	0.01	1.208855904	4.167035881
KRT8	-1.536120008	-1.889866725	0.306299587	1.262789516	1.178085631	-2.829754191	-1.51824397	-0.528561609	-1.514666136	-0.400765294	-3.076200591	0.168283702	1.414695575	1.690207807	-1.897574214
KRT18	-2.227181361	0.153474455	0.825183032	1.286872537	1.472585395	-4.241417647	-1.516724111	0.000339279	-0.005660645	-0.664487742	-1.024654279	1.269983414	0.906744219	0.899163743	-1.199240737
AMHR2	-1.135994648	-0.319858411	-0.034184396	1.613947004	0.039296766	-0.403742821	1.788730849	-2.718129201	-0.529636815	0.230648667	3.078754199	-1.753521376	-1.123838518	-1.455624613	-1.497516225
NPFF	-2.12290976	0.278218464	1.978942	0.720175715	-1.684545749	-1.753221347	-3.105033722	-1.830642024	3.996564531	-1.423663637	-0.940555502	0.198168851	-3.110694905	0.635448695	1.276439364
HOXC10	0.358466038	-6.843565723	-8.972900552	-1.905268157	-1.335676262	-0.637465793	0.341826574	-1.418581817	1.349406286	-0.390191188	0.021010602	-0.18649221	-5.89264165	-6.979385886	0.110649124
GPR84	-2.183932619	-0.367707919	-0.082033905	1.492103144	1.991466842	-1.45164558	-2.581035105	-0.444156562	-0.577486324	-1.987091539	-0.876014489	2.056582031	-2.171600311	-1.088519424	0.776585092
PPP1R1A	0.945899847	7.311049367	2.873706294	-0.915607813	0.01	1.306170789	9.26716848	-1.510820176	2.677819172	3.625721315	4.588760748	-1.546079915	5.128028959	2.690373103	-2.875150921
CASP12	0.162278022	0.624796535	2.183501836	2.044029404	-1.337989439	-0.821680776	1.285927877	0.641463919	0	3.879850459	1.116525696	-0.07192798	0.820845667	2.406524338	-0.400835455
MMP12	0.01	0.01	0.01	0.01	0.01	-2.012329102	0.028312882	0.01	0.01	-0.377743552	-2.436448585	-0.776985398	0.01	0.01	0.01
PGR	1.214216067	0.310921727	-0.50648228	2.05917709	-0.401290669	-2.461034694	-2.005497218	1.433949821	-2.001929069	0.861432904	-0.470374806	0.248071046	-1.596120901	1.124489785	0.252591634
CNTN5	0.01	-0.408049789	0.01	0.01	0.536017648	-0.49198444	0.01	1.585833088	3.825079087	-1.442521148	-1.916263681	1.328116767	0.01	-1.543866231	0.01
SESN3	2.083552254	-2.607701198	-3.236621676	-1.608537784	-1.430157131	1.759001735	-1.244899943	0.527401417	-0.72586403	1.63147223	-0.946051329	-1.769582998	-0.533185162	-4.101059579	2.898093072
GPR83	-1.395669921	2.510711013	2.933398122	-0.656593709	-2.752062668	-0.659809118	0.097308478	0.860134202	-3.144117638	-2.47285161	4.085445105	2.684732106	2.175965241	-0.178147181	-1.662678712
OLFM2	-0.416847601	1.050988938	0.203050002	0.302279566	1.584517157	-0.470322804	0.482393919	-0.050077411	2.577499327	-0.398501731	1.685251598	1.653601209	-1.167998016	1.468352546	1.281443642
ICAM5	-0.694661424	-0.878519175	2.451509959	-0.096797778	0.065548262	1.037506236	-1.5069341	-1.691877705	1.496643733	0.01	-2.386733067	-0.142307379	-0.097587022	0.307526236	1.265723595
LDLR	0.508466956	-2.003639685	-2.484066274	-0.871713142	-0.212791565	1.332532693	1.046957843	-1.344039998	0.21313283	-3.003876042	-0.678418199	-2.30244941	-0.688562818	-0.808315161	0.375528349
ELAVL3	-3.066550691	1.878366476	1.903312327	-2.380052104	0.797225988	-0.898301267	-2.068809901	1.988317899	0.49521804	1.595317031	1.306872888	1.346549482	2.147936175	1.678250395	1.080372076
CNN1	-0.578382626	-0.216066215	3.138911501	0.77270161	-0.413740031	-2.395130176	-3.939599257	0.081272212	-1.351059777	-0.150472101	-1.755369144	1.858377265	0.021586687	1.249619765	0.964604098
ACP5	-1.409878229	-0.157622063	0.723442633	-1.287945789	-0.14409417	0.181328943	0.409257747	-1.524967396	-0.587163287	0.357611749	-0.365032727	0.311392521	4.097010185	0.690803171	-1.688891575
TBX20	0.577584137	-3.00500523	-5.326994558	-0.574540186	-0.524816874	1.730471061	-0.960954424	1.377575544	-2.307874037	1.332320177	0.559522562	-1.394297182	0.379637324	-4.617251106	2.353613982
OPCML	-2.31868172	-0.148881226	1.966390809	3.419220345	0.324804062	-5.756485165	3.447375789	-1.485848612	-0.297242374	2.332025178	2.896098203	5.075023395	-2.569512965	1.371660776	-1.528147986
NTM	-2.327399039	1.844243871	-0.558124369	1.319243187	0.152789762	-3.512676784	-0.642111517	0.014158285	-2.136028762	1.180628888	0.738514927	1.805240424	1.391768139	0.773286958	1.075419646
ADAMTS15	0.676429578	0.01	0.01	0.215497756	2.055906062	-0.913253871	0.390294711	-1.964706331	-0.776081509	-1.600724224	-0.659536445	0	-0.048337574	-1.702069307	1.130534029
ST14	-3.113910185	-1.660318129	0.157865241	-0.412844565	1.165763165	1.018279875	0.151881104	-0.448185321	-0.963187408	-0.829695507	-0.500210484	1.268567126	-1.986213614	-0.374656718	-2.185869828
TMEM45B	1.474548042	-5.175147024	-5.78993627	-2.615742109	2.656853005	2.680518897	-4.362958557	-3.24133	-1.92080814	-9.016930242	0.306876023	0.146045562	-4.61653499	-7.118358127	-0.408594927
KCNJ5	1.052356317	-6.52037641	-8.971616725	-1.685449587	1.519691885	1.157943437	1.623407034	-2.011845882	1.279421345	-2.737194877	-6.102643424	-2.679792916	-2.995190142	-6.808172457	-2.25837328
KIRREL3	0.059924497	-2.09865344	0.81638899	0.4943192	-1.436918555	-1.57112347	2.044049016	-4.175102083	-3.723449976	-7.30299956	-1.969498187	1.775997793	-0.568700189	0.860056489	-0.05389042
PATE2	0.972732071	0.01	-1.247326865	-1.921283131	3.77098984	1.498538424	-1.74636928	-1.931312885	0.01	-2.152425715	-0.041348665	0.01	0.01	-1.253770798	-1.295605585
PKNOX2	-1.710676342	0.029532814	2.341777985	1.03928876	-0.557718862	-3.093899068	4.272519316	-0.320903533	-1.556795009	-0.024552303	1.053269229	0.494915979	-0.006588677	2.384710207	0.608232747
VSIG2	-2.944676729	-0.543577991	1.479073983	0.183779582	3.839440302	-0.549485113	-1.756905176	-1.204989134	-0.753337027	-1.940613294	3.21284882	-0.474772549	-2.347528859	0.576957049	-0.247281886
NRGN	-2.263918966	-1.823824596	0.8343416	-0.186967451	3.950143519	1.240222052	-3.681683547	-1.154840162	-1.475390151	-1.36077778	2.11108619	-0.654104886	-1.960347518	-0.334568458	-0.017454951
CRTAM	-0.606357833	0.01	-1.504506365	0.821668875	-1.167979788	-0.874159257	-0.003548781	-0.603618174	0	-2.409605215	-1.883562131	-2.223884561	-0.009209963	1.189438466	-1.552785086
POU2F3	-3.491827188	-0.090639987	1.654476887	0.980670148	-2.053491247	-2.759646656	0.017960923	-0.489043213	0.869525978	3.781798616	2.945406628	1.060636929	0.690371645	0.889020074	0.146753905
TRIM29	-0.552819072	-3.893168306	0.01	3.6945606	1.99269769	-4.240119072	-0.040416733	-0.59110125	0.984533221	1.376160059	1.73126994	2.972351758	1.588286418	0.01	-2.848401227
CCDC153	-0.395823708	-1.84500765	1.591983064	-1.304216096	-0.923248185	0	-0.964375146	-2.036937375	1.584637582	-4.994909851	1.516127895	-0.61281666	2.268986303	-0.32370582	-2.635619464
ABCG4	1.291280358	-1.766097181	-1.269844059	-3.450605199	1.598732194	-0.030917284	2.472012066	-2.801893574	-0.036361684	1.038834868	2.691742131	-1.789909185	0.627102589	0.79536194	-3.073011715
CD3G	-1.927348622	0.01	0.01	-1.499233451	-3.073975181	-2.780130591	-2.324451107	0.297846695	0.01	0.01	-2.204464457	-1.544786887	-1.915016314	1.074993811	-1.873687412
CD3D	-2.526373306	0.196675641	-0.254602199	-0.81293238	-0.444153514	-3.209190114	-0.753636554	-3.523655679	0.571879106	-1.422738851	-5.218378605	0.084919056	-0.469761071	2.08471546	-1.428399822
CD3E	-2.714540272	-0.561336457	-1.027719744	-0.457601657	-0.742735418	-2.645247492	-0.730283644	-3.152365841	0.495689035	-2.373387207	-1.525289842	0.663187873	-0.507302297	1.773176187	-1.369731132
SCN2B	0.932176125	0.053871187	2.009241926	1.531734709	0.105585014	2.250985193	-0.621810862	-3.440715385	-2.302732004	-0.136035878	2.257326663	-0.950308176	1.460634094	1.877753952	1.688021852
FXYD6	-0.391244839	0.692226826	2.399942926	0.80057324	-1.398804448	-3.536401096	0.41217547	0.037600649	-0.936627574	1.827998765	1.24787537	1.307670572	1.123598863	1.578856084	-1.903142909
DSCAML1	0.468144163	-0.005534709	-1.234422091	-1.372174227	-1.038500385	0.38218002	0.64902308	0.076359942	-0.592365406	-0.069133676	0.794588825	-0.563442758	1.578706976	-0.578997832	-0.481245696
APOA1	-0.057195041	-1.941496424	2.388608071	2.232651155	-0.511921203	-2.025355713	-2.569835988	-2.169905381	0.681655597	-3.975892422	-0.642402533	-0.790205698	0.01	0.677613197	2.010181501
NNMT	-1.944989491	1.188947263	1.984282277	1.877335824	0.830407456	-2.099919146	-2.606588233	-0.666606664	0.663130201	-1.191165138	-2.235943535	1.710616392	-0.083634044	1.946117735	1.344829026
ZBTB16	0.468765667	-3.560563892	-0.619531297	1.409743607	-1.800860676	2.87043619	1.686343487	0.771700737	-2.649317894	0.483929337	-1.662853463	-2.11650979	-0.99295838	-1.678454099	1.955288557
HTR3A	-1.165234704	0.01	0.01	0.01	0.351147853	-3.60303815	1.806822613	0.01	4.657106951	0.01	-4.027157632	0.217245435	-1.738011588	-2.654760183	0.01
CRYAB	-1.931554016	1.166014368	3.881358166	2.995224	-1.270800366	-3.99928135	-1.976065522	-0.706414138	-1.572740638	-1.253355889	-0.064842301	2.183850493	-1.619786754	3.415550272	2.587481395
LAYN	-0.927861585	-0.210270823	2.099799094	4.395106013	3.801473901	0.63488725	2.475976197	3.208826838	1.439456089	0.776971642	-0.265754382	4.682606982	0.325091284	2.422239496	0.106864162
